,translation,zh,sim
143,据克里斯蒂娜和加州大学伯克利分校，现代金融危机的余震大学的大卫·罗默 - 也就是二战以来 -   -  3年后褪色。,据加州大学伯克利分校的克里斯蒂娜和大卫·罗默（Christina and David Romer），现代金融危机（二战后）的余波会持续2—3年时间才会消失。,1
144,哈佛大学的经济学家卡门·莱因哈特和肯尼思·罗戈夫说，它需要五年，一个国家本身挖了金融危机的出来。,哈佛大学经济学家卡门·莱因哈特（Carmen Reinhart）和肯尼斯·罗格夫（Kenneth Rogoff）说，一国需要五年时间才能从金融危机中走出。,1
145,而且，事实上，2007  -  2008年的金融动荡已经基本上退去。,而事实上，2007—2008年的金融动荡已经基本消失。,1
146,那么，什么占了低迷的经济复苏？,因此，是什么导致了经济复苏滞后？,1
147,一种流行的解释是“长期停滞”的模糊的概念：长期压抑的商品和服务的需求正在破坏投资的积极性和租赁服务。,一个流行的解释是一个叫作“长期停滞”的模糊概念——长期受到抑制的商品和服务需求破坏了投资和招聘激励。,1
148,但需求将继续疲软只是，如果人们缺乏对未来的信心。,但需求只有在人们对未来信心不足时才会持续低迷。,1
149,这种持久的信心不足，唯一合乎逻辑的解释，如西北大学的罗伯特·戈登精心记录，并认为，缓慢的生产率增长。,这一信心持续缺失的唯一符合逻辑的解释，正如西北大学的罗伯特·戈登（Robert Gordon）费煞苦心地记录和论证的，是生产率增长缓慢。,1
150,在危机发生之前 - 尤其是2003至07年 - 缓慢的生产率增长正在由繁荣的虚幻感在世界许多地方的遮蔽。,危机前，特别是2003—2007年，生产率增长缓慢被一种世界大部分国家都在欣欣向荣的幻觉所蒙蔽。,1
151,在一些国家 - 特别是，美国，西班牙和爱尔兰 - 房地产价格上涨，投机性建筑和金融冒险是相辅相成的。,在一些国家——特别是美国、西班牙和爱尔兰——高升的放假、投机性建设和金融冒险互相强化。,1
152,与此同时，国家正在放大一个通过贸易彼此的成长。,与此同时，各国通过贸易放大彼此的增长。,1
153,中央对全球经济繁荣是中国，正在崛起的巨人，与廉价出口充斥世界，把盖子上全球通胀。,这场全球繁荣的核心是中国，这个崛起的巨无霸向全世界输出廉价出口品，遏制了全球通胀。,1
154,同样重要的是，中国进口商品的庞大体积，从而bolstering许多非洲和拉美经济体，并购买了德国汽车和机器，使欧洲最大的经济体，以保持其区域供应链哼唱。,同样重要的是，中国进口了巨量大宗商品，从而提振了许多非洲和拉丁美洲经济体； 还购买了大量德国汽车和机器，让欧洲最大经济体保持其地区供应链满负荷运行。,1
155,这种动态扭转各地2008年3月，当美国救其第五大投资银行贝尔斯登，免于崩溃。,这一动态在2008年3月左右发生了逆转。 当时，美国拯救了其第五大投资银行贝尔斯登，使其免于破产。,1
156,随着欧元区银行也在次贷烂摊子深深地卷入和急缺美元，美国和欧洲大部分地区开始了无情滑入衰退。,欧元区银行业深陷次贷乱局，急缺美元，因此美国和欧洲的大部开始滑向衰退。,1
157,而在经济繁荣时期，世界贸易已经蔓延赏金，现在正蔓延的萎靡不振。,在繁荣年份，世界贸易传播着财富，而如今，世界贸易传播着经济萎靡。,1
158,由于每个国家的国内生产总值增长放缓，所以没有其进口，导致其贸易伙伴国的增长放缓，以及。,随着各国GDP增长的放缓，进口也开始放缓，贸易伙伴的增长也随之放缓。,1
159,美国经济开始从衰退其在2009年下半年出现，在很大程度上要归功于积极的货币政策和措施来稳定金融体系。,美国经济从2009年下半年开始走出衰退，这主要是为稳定金融体系而采取的激进货币政策和措施的功劳。,1
160,欧元区的政策制定者，相比之下，拒绝货币刺激政策和实施财政紧缩措施，而忽略了银行的深化苦恼。,相反，欧洲决策者拒绝采取货币刺激而实施了财政紧缩，无视其银行压力的加剧。,1
161,因此，欧元区推到世界第二的全球经济衰退。,于是，欧元区将世界拖入了第二场全球衰退。,1
162,只是当经济衰退似乎已经自生自灭，新兴经济体就显现出来了。,而正当这场衰退眼看就要痊愈时，新兴经济体开始崩溃。,1
163,多年来，观察家一直吹捧的治理和促进增长的改革，这些国家的领导人理应出台。,多年来，观察家们一直在鼓吹这些国家领导人如何如何实施治理和刺激增长的改革。,1
164,在2012年10月，国际货币基金组织庆祝新兴经济体的‘弹性’。,2012年10月，IMF大大赞扬了新兴经济体的“恢复力”。,1
165,仿佛在暗示，该门面开始崩溃，透出一股难以忽视的真相：像高商品价格和大量资本流入的因素已经掩盖了严重的经济弱点，而合法化扎眼不平等和猖獗的腐败文化。,恰逢此时，门面撑不住了，暴露出一个令人不快的事实：大宗商品价格高企和大规模资本流入等因素掩盖了严重的经济弱点，也让剧烈的不平等性和无孔不入的腐败成为合法的文化。,1
166,这些问题目前正由中国的增长放缓，全球贸易的支点加剧。,如今，这些问题因为全球贸易的支柱——中国增长放缓而雪上加霜。 而最坏的时刻还没有到来。,1
167,而最糟糕的还在后头。,中国巨大的工业过剩产能和房地产过剩还没有消化；,1
168,中国巨大的产能过剩和房地产供过于求的需求将接近尾声;推动其全球收购的傲慢必须受到控制;和它的腐败网络，必须拆除。,推动其全球兼并的傲慢必须得到遏制； 其腐败网络也必须打破。,1
169,总之，在2015年拖累全球经济的因素将持续存在 - 在某些情况下甚至加剧 - 在新的一年。,简言之，2015年拖累全球经济的因素在新的一年里还会持续——有的甚至还会加剧。,1
170,新兴经济体仍将维持弱势。,新兴经济体将继续疲软。,1
171,欧元区，有享受从紧缩临时死缓，将蔫全球贸易受到限制。,暂时摆脱了紧缩的欧元区将受到全球贸易萎靡的束缚。,1
172,公司债券利率上升预示着美国经济增长放缓。,公司债券利率的提高预示美国增长减速。,1
173,中国的资产价值暴跌可能引发金融动荡。,中国资产价值崩盘可能引发金融动荡。,1
174,而政策制定者们漂泊，很少有政治影响力来阻止这种趋势。,而决策者就像是无根之木，没有政治手段来遏制这些趋势。,1
175,国际货币基金组织应该停止预测恢复性增长并发出警告称，全球经济将维持弱势和脆弱的，除非世界各国领导人采取行动的大力刺激创新和增长。,IMF应该停止更新增长预测，而是发布警告：全球经济将继续保持萎靡和脆弱，除非世界领导人着力刺激创新和增长。,1
176,这种努力是姗姗来迟。,这样的措施早就应该实行了。,1
177,Trumpian不确定性,特朗普的不确定性,1
178,纽约 - 每年一月，我试图制定一个预测来年。,发自纽约——每年一月，我都会尝试对未来一年作出预测。,1
179,经济预测是非常困难的;但是，尽管在哈里·杜鲁门的要求提供一个独臂经济学家（不能说“另一方面”谁也）表示实话，我的战绩已经可信的。,经济预测是件极为困难的事情； 以至于哈里·杜鲁门总统（Harry Truman）曾要求手下给他找一位独臂经济学家——这样此人就无法模棱两可地说“另一方面（on the other hand）”了——但一直以来我的预测还是靠谱的。,1
180,近年来，我正确地预见到，在没有强大的财政刺激（这是不是在欧洲或美国即将出版），从2008年的大衰退中复苏将是缓慢的。,这几年来我正确地预见到，在缺乏更强有力财政刺激政策（在欧洲或美国都一样）的情况下，2008年大衰退的复苏进程将较为缓慢。,1
181,在作出这些预测中，我更多地依靠比复杂的计量经济模型的经济力量根本的分析。,同时我的预测更多地依赖于对基本经济力量的分析，而非复杂的经济计量模型。,1
182,例如，在2016年年初，它似乎明显，已明显在过去几年全球总需求的不足是不太可能发生巨大的变化。,例如在2016年初，很显然在过去几年中呈现的全球总需求不足将不大可能出现巨大改变。,1
183,因此，我认为，一个强劲的复苏的预测是通过玫瑰色眼镜看世界。经济发展展开就像我的预期。,因此我认为那些相信会实现强劲复苏的预测者是过于乐观了，最终实际的经济发展也与我的预测一致。,1
184,不是这样的2016年政治事件。,2016年的政治事件也是如此。,1
185,我已经写了几年，除非日益增长的不平等 - 尤其是在美国，而且在全世界许多国家 - 是解决，就不会有政治后果。,多年来我一直指出，除非在全球许多国家（尤其是美国）日益严重的不平等问题得到解决，否则必将产生某些政治后果。,1
